26/01/2013	Messor bouvieri	Brisingr	Madrid, Ensanche de Vallecas	Primer día soleado tras varios días frios y cubiertos. Zona de descampados arenosos con hierbas bajas y pequeños matorrales. Hormiguero con 8 o 10 reinas aladas y multitud majors y cabezones.
22/05/2012	Pheidole pallidula	Elias Amorós	La Marina, Elx	Vuelos masivos alrededor de las 21:15
22/05/2012	Tetramorium sp.	Elias Amorós	La Marina, Elx	Vuelos masivos alrededor de las 21:15
22/05/2012	Formica sp.	SergioLR	pedralba, valencia	encontrada en camino de tierra al lado de un barranco
21/05/2012	Tapinoma nigerrimum	Nilo	Campus UAB. Bellaterra, Cerdanyola de Vallés (Barcelona)	Desde bien temprano y durante toda la mañana se veían bastantes machos dispersos por todo el campus
21/05/2012	Tetramorium sp.	ixdeenero	Guadalajara	Con cese del aire y temperatura suave. A las 18:30. Pequeño vuelo. Aún así siguen las bocas de los hormigueros llenas de aladas asomándose.
20/05/2012	Tapinoma nigerrimum	Karimabdul	Arcos de la Frontera (Cádiz)	Vuelo de tapinomas con bastantes reinas ya sin alas por el suelo. 18 grados, 1015 hpa y 56% de humedad. Cielo nuboso con precipitaciones la noche anterior.
19/05/2012	Formica rufibarbis	ixdeenero	Guadalajara	por la mañana. Previo a precipitaciones con ligero descenso en la presión. viento flojo con rachas moderadas. principalmente machos, unos 20-30 del mismo hormiguero. no he visto reinas cuando llegué
16/05/2012	Cataglyphis ibericus	Elias Amorós	La Marina,Elx	Varias reinas y machos corriendo por el suelo.
15/05/2012	Cataglyphis ibericus	Elias Amorós	La Marina,Elx	Varias reinas y machos corriendo por el suelo.
15/05/2012	Pheidole pallidula	Elias Amorós	La Marina, Elx	Vuelos entre las 20:30 y las 21:30, menos alados que los dias anteriores.
15/05/2012	Tetramorium sp.	Elias Amorós	La Marina, Elx	Vuelos entre las 20:30 y las 21:30, menos alados que los dias anteriores.
13/05/2012	Cataglyphis ibericus	Elias Amorós	La Marina, Elx	Una reina corriendo aun con alas a las 11:00
13/05/2012	Pheidole pallidula	cadista_92	cadiz	Alas 20:00 pm comenzaron a volar algunas reinas
13/05/2012	Pheidole pallidula	Elias Amorós	La Marina, Elx	Vuelos masivos entre las 20:00 y las 21:15
13/05/2012	Tetramorium sp.	Elias Amorós	La Marina, Elx	Vuelos masivos entre las 20:00 y las 21:15
12/05/2012	Tetramorium sp.	Nilo	L'alt Empordà (Girona)	11:00 nubes (+)y claros (-), bochorno
12/05/2012	Camponotus lateralis	Nilo	L'alt Empordà (Girona)	11:00 nubes (+)y claros (-), bochorno
12/05/2012	Anergates atratulus	Nilo	L'alt Empordà (Girona)	ahogada en piscina
12/05/2012	Bothriomyrmex meridionalis	Nilo	L'alt Empordà (Girona)	macho ahogado en piscina. Día de polen de Populus sp.
12/05/2012	Cardiocondyla elegans	Nilo	L'alt Empordà (Girona)	Reina ahogada en piscina. Día de suelta de polen de álamos. Tiempo inestable
11/05/2012	Cataglyphis ibericus	Elias Amorós	La Marina, Elx	2 reinas aladas corriendo a las 17:00
10/05/2012	Tapinoma nigerrimum	EagleScreen	Madrid (Hortaleza)	A las 8:30 a.m algunos machos emprendiendo el vuelo en varios hormigueros, mucha actividad en los hormigueros.
10/05/2012	Tetramorium sp.	Elias Amorós	La Marina, Elx	Por la mañana a las 7:30 muchos alados volando y saliendo de los hormigueros.
10/05/2012	Cataglyphis ibericus	Elias Amorós	La Marina, Elx	Dos reinas aladas a las 11:10.
10/05/2012	Camponotus sp.	Elias Amorós	La Marina, Elx	Una reina y un macho apareandose.
10/05/2012	Pheidole pallidula	Elias Amorós	La Marina, Elx	Alados volando y saliendo del hormiguero a las 20:30
10/05/2012	Tetramorium sp.	Elias Amorós	La Marina, Elx	VUelos de las Tetramorium sp. que han volado hasta ahora y además otra especie tambien de tetramorium entre las 20:10 y las 20:45
10/05/2012	Formica pratensis	alberto_enfermero	béjar salamanca	muerta arrastrada por una aphaenogaster al hormiguero.
09/05/2012	Tetramorium sp.	Elias Amorós	La Marina, Elx	Por la mañana a las 7:30 muchos alados volando y saliendo de los hormigueros.
09/05/2012	Tetramorium sp.	Elias Amorós	La Marina, Elx	Vuelos masivos entre las 20:00 y las 21:15
08/05/2012	Tetramorium sp.	Elias Amorós	La Marina, Elx	Vuelos masivos entre las 20:00 y las 21:15
07/05/2012	Camponotus sp.	Elias Amorós	La Marina, Elx	Varias reinas aun con alas a las 10:40 aproximadamente, son ruber o lateralis.
07/05/2012	Cataglyphis ibericus	Elias Amorós	La Marina, Elx	Una reina con alas corriendo por el suelo a las 11:30 + o -.
07/05/2012	Tetramorium sp.	Elias Amorós	La Marina, Elx	Reina solitaria caminando por el suelo.
07/05/2012	Cardiocondyla batesii	Elias Amorós	La Marina, Elx	Muchas reinas caminando por el suelo sin alas ya( a las 12:30 mas o menos).
06/05/2012	Desconocida	Cosquin	Cordoba, Argentina	Salida de alados, no vi vuelos, 3 a 7 PM, humedad baja, viento medio.
02/05/2012	Tetramorium caespitum	chema	Churra (Murcia)	Salida de alados en varios nidos simultáneamente al atardecer. Machos y hembras.
01/05/2012	Camponotus piceus	Elias Amorós	La Marina, Elx	Reina sin alas en un olivo buscando un agujero para esconderese.
01/05/2012	Cataglyphis ibericus	chema	Churra (Murcia)	Una hembra alada corriendo por el suelo a las 11,00
30/04/2012	Tapinoma sp.	exsxax	Mairena del Aljarafe (Sevilla)	Salida del sol tras lluvia y antes de que volviera a llover, sobre las 14h, Un traslado en el que vi dos reinas sin alas y una reina con alas que salió y volvió a entrar en el hormiguero
26/04/2012	Tapinoma sp.	EagleScreen	Madrid (Hortaleza)	Un solo macho alado aterriza y vuelve a salir volando. Sobre las 18:30. Ese día había llovido pero luego salió el Sol.
23/04/2012	Reticulitermes grassei	fmm	Inca, Mallorca, Islas Baleares.	18º C, 1014 Mb y 77 % H, sin viento. Tras lluvias nocturnas. 10.00 de la mañana, numerosos ejemplares en el suelo, muchos ya sin alas.
22/04/2012	Tapinoma sp.	EagleScreen	Madrid (Alcobendas)	Encuentro un único macho alado a las 18:45, vientos leves, parcialmente nublado, T=18ºC, P=1012 hPa cayendo.
15/04/2012	Solenopsis sp.	Cosquin	Cordoba, Argentina	De 10 AM a 12 PM. temperatura media, mucha humedad, nada de viento, cielo despejado y muchos alados.
14/04/2012	Solenopsis sp.	Cosquin	Cordoba, Argentina	Aunque no vi el vuelo encontré dos machos muertos y uno vivo. Fue la mañana siguiente a una noche de lluvia.
11/04/2012	Camponotus piceus	Elias Amorós	La Marina, Elx	Han saalido muchas reinas,machos y obreras, sobre las 12:00, han estado saliendo y entrando del hormiguero por unas horas, al final han volado 3 o 4 y se han metido en el hormiguero sobre las 14:30
10/04/2012	Cardiocondyla batesii	Elias Amorós	La Marina, Elx	Algunas reinas caminando por el suelo, algunas con alas aun.
09/04/2012	Messor barbarus	Darlatan	Granada cullar	Al subir a mi coche en el asfalto encuentro una reina con una sola ala, cuando la coji parecia mas delgada de lo normal y un poco maltrecha.
08/04/2012	Tapinoma sp.	EagleScreen	Madrid (Alcobendas)	Un macho hayado a las 15:05, día soleado y caluroso tras varios días de lluvia. Sin viento.
07/04/2012	Acromyrmex sp.	gerson3366	Barranquilla, Colombia	Invasion de reinas de esta hormiga desde las 6 am en todas partes, no se ni como entraban a los cuartos.
07/04/2012	Messor sp.	talaverano	Talavera de la Reina(Toledo)	Reina encontrada sobre las 17:00(probablemente bouvieri).Tarde soleada,18º,suelo arenoso y mojado.
06/04/2012	Hypoponera punctatissima	ixdeenero	Guadalajara	De nuevo en el salón. Este es e último registro de esta especie porque todos los días veo alguna reina. Salen varias cada día. No hay vuelos masivos sino escalonados
05/04/2012	Pheidole sp.	Darkio	Colombia, Nariño	Muchas reinas en el piso ya fecundadas, en las horas de la noche.
04/04/2012	Messor barbarus	atomic ant	Tembleque (Toledo)	una sola reina despistada andando sobre una pista de baloncesto. Días anteriores llovió, hoy nuboso y algo de viento, temperatura fresca
01/04/2012	Hypoponera punctatissima	ixdeenero	Guadalajara	De nuevo reinas en el salón. No sé de donde pueden venir, pero está claro que hoy han salido como consecuencia de las temperaturas, 20-22ºc, y de la humedad por el pequeño chaparrón
31/03/2012	Cardiocondyla batesii	Elias Amorós	La Marina, Elx	Algunas reinas caminando por el suelo, algunas con alas aun.
30/03/2012	Crematogaster scutellaris	xoxuax	Sta. magdalena de pulpis Castellon	vuelos en marzo?
30/03/2012	Cardiocondyla batesii	Elias Amorós	La Marina, Elx	Algunas reinas caminando por el suelo, algunas con alas aun.
26/03/2012	Tapinoma nigerrimum	cesarcalvo	casa de campo,madrid	2 reinas fecundadas,yo coji una,dia caluroso y poco viento
23/03/2012	Cardiocondyla batesii	Elias Amorós	La Marina, Elx	Muchas reinas caminando por el suelo, algunas aun con alas a mediodia.
23/03/2012	Tapinoma nigerrimum	EagleScreen	Sierra de la Alpujarra (Granada)	Una reina fecundada encontrada a las 14:30, unos 750m de altitud. Día soleado y caluroso, muy poco viento.
23/03/2012	Messor barbarus	EagleScreen	Sierra de la Alpujarra (Granada)	Alados a partir de las 11:30, varias reinas fecundadas por el suelo durante toda la tarde. 750m de altitud. Día caluroso, soleado y sin viento.
15/03/2012	Cardiocondyla batesii	Elias Amorós	La Marina, Elx	Muchas reinas caminando por el suelo y algunas obreras
12/03/2012	Cardiocondyla batesii	Elias Amorós	La Marina, Elx	Reina solitaria a mediodia
11/03/2012	Hypoponera punctatissima	ixdeenero	Guadalajara	Vuelo en el interior de una casa. Se lleva produciendo durante toda esta última semana. Contabilizadas 5-6 reinas. Seguro habrá más. EDITO: correcto, había. 2 reinas más que van a tubos
09/03/2012	Cardiocondyla batesii	Elias Amorós	La Marina, Elx	Reina solitaria a mediodia
04/03/2012	Cardiocondyla batesii	chema	Malcamino (Mazarrón, Murcia)	varias reinas caminando por el suelo en un camino.
04/03/2012	Hypoponera sp.	Nilo	Cerdanyola de Vallés (Barcelona)	Un macho
02/03/2012	Solenopsis sp.	Cosquin	Cordoba, Argentina	Dos dias despues de la lluvia se vieron vuelos (No masivas, pero había bastantes) de esta especie entre las 9 y 11:30 AM.
24/11/2011	Messor bouvieri	Elias Amorós	La Marina, Elx	Algunas reinas y machos, muchas menos que en octubre.
24/11/2011	Messor barbarus	Elias Amorós	La Marina, Elx	Algunas reinas y machos, muchas menos que en octubre.
11/11/2011	Messor sp.	ixdeenero	Boadilla del Monte, Madrid	Reina y macho copulando. Recogidas, pero extraviadas. Parecen messor capitatus o bouvieri. Temperatura y humedad excelentes, 17º y 75%
09/11/2011	Messor barbarus	Grs9	Girona, cerca Facultat de Ciències	13:15, algunas hembras con alas en los hormigueros, bastante actividad de obreras.
08/11/2011	Messor barbarus	alihormiga	Murcia	Vuelos masivos, calles con cientos de reinas desaladas
08/11/2011	Messor barbarus	maestrogabi	Alhama de Murcia	Llevan varios días viéndose algunas reinas y hoy a sido masivo. Luvias débiles recientemente. Días en torno a 20º noches fresquitas y húmedas.
07/11/2011	Messor barbarus	fhdezn	Cartagena	algunos vuelos aislados. llovió la tarde anterior y hizo una mañana soleada.
03/11/2011	Solenopsis sp.	Guillermo22	La Nucia (Alicante)	Una sola reina desalada en el suelo.
01/11/2011	Messor barbarus	fhdezn	Cartagena	zona repleta de alados. Habia llovido el día anterior, hizo una mañana maravillosa de sol.
31/10/2011	Messor barbarus	bonhobo	Pedreguer ALacant	130 litros,1 dia sol,11 h Messor explosiva todos los caminos tienen en 4 Km,
31/10/2011	Lasius flavus	skybird	Madrid -vía carpetana	e pillado una reina que se estaba paseando e e encontrado una muerta nada más
31/10/2011	Messor barbarus	Dad	Torre Pacheco (Murcia)	Varios dias de lluvias 20mm, dia despejado y caluroso. 9:00am presencia de machos alados junto a hormiguero. 11:00am en campo y carreteras reinas sin alas, recogidas 11 reinas en 10 minutos
31/10/2011	Messor barbarus	SPant	Colmenar Viejo (Madrid)	el dia anterior llovió mucho
31/10/2011	Messor barbarus	Darlatan	Granada-Gabias	en mi parcela cerca campo golf, restos de multiabertura de hormigueros y todo el suelo lleno de agujeros de reina, solo levantar una piedra encuentro 2 reinas sin alas, he estado fuera el finde.
31/10/2011	Solenopsis sp.	atomic ant	Madrid capital	2 reinas en un parque a las 18h. hace unos días llovió, hoy temperaturas suaves,sol y algo de viento
31/10/2011	Crematogaster scutellaris	LordFinder	San Jerónimo (Sevilla)	Reina orreteando en la acera, entre las 14:00 y las 14:30. Día soleado, aprox. unos 30º de temperatura, nada de viento y bastante humedad en esa zona de la acera.
31/10/2011	Messor capitatus	Antonio Angel	Padul (Granada)	Habia cientos de reinas desaladas y algunos machos por el suelo,ademas de miles de alas sueltas,impresionante!!
30/10/2011	Messor sp.	Nilo	L'alt Empordà	minoritario
30/10/2011	Solenopsis sp.	Nilo	L'alt Empordà	masivo. Tras lluvias. Por la mañana, al dar al sol al suelo. Presencia masiva de obreras por los puntos de salida
30/10/2011	Crematogaster auberti	Manu3Cantos	Tres Cantos, Madrid	Desde hace tres dias tenemos sol, nada de lluvia y nada de viento. Tras el vuelo de Solenopsis y Messor, hoy se han decidido las Crematogaster.
30/10/2011	Solenopsis sp.	cadista_92	cadiz, en un callejon	hora  5 pm
30/10/2011	Messor barbarus	jlblanco	Juslibol (Zaragoza)	Despues de varios días de mal tiempo, hoy día sin viento y mucho sol, vuelo masivo. Mas de 150 jovenes princesas han caido en apenas 10m2
30/10/2011	Solenopsis sp.	locoslot	Figueres (Girona)	vuelo vastante masivo,pocos machos y muchas hembras.Con un sol muy caliente y despues de lluvias.
30/10/2011	Messor barbarus	finwes	Parc de collserola (Barcelona)	Soleado después de toda la semana lloviendo. A las 11:00 se veian salir alados de los hormigueros. Entre 11:30 y 12:00 he cogido 5 reinas ya sin alas. No ha sido masivo.
30/10/2011	Messor sp.	Luigi	Alfaz del Pi (Alicante)	Reina solitaria en la acera al lado de un campo. Día de sol, después de dos días de lluvia, hace un poco de viento.
29/10/2011	Messor barbarus	Manu3Cantos	Tres Cantos, Madrid	Nuevo vuelo, temperatura 18º - 14:00 Humedad R. 65%
29/10/2011	Solenopsis sp.	Manu3Cantos	Tres Cantos, Madrid	Temperatura 18º - 14:00h.  Humedad R. 65%   Cielo completamente despejado
29/10/2011	Messor barbarus	Zancaslargas	Alcala de Henares. Distrito IV	temperatura 17º, humedad 55%, viento NE 13 km/h. 14:00 horas. Salida muy focalizada y no demasiado intensa a estas horas. Casi todas las reinas ya en el suelo y sin alas. Muy pocos machos.
29/10/2011	Messor barbarus	EagleScreen	Madrid (Hortaleza), Madrid (Alcobendas)	Día cálido y soleado después de varios días de frío y lluvia. Vuelos comienzan a las 12:45, se ven reinas fecundadas abundantes hasta las 16h.
29/10/2011	Messor barbarus	atomic ant	Madrid	Miles y miles de reinas sin alas por el suelo a las 13,14,15,16horas en la zona oeste de madrid. 18 grados, algo de viento.llovio hace 2 y 4 días. Ayer mismas condiciones pero pocos vuelos
29/10/2011	Messor barbarus	Atriplex	Carabanchel (Madrid)	Vuelo masivo de Messor barbarus en parque de la zona de Carabanchel (Madrid). Día soleado tras una semana de lluvias y nublados. Hoy cielo completamente despejado. Observación a las 16.00 h.
29/10/2011	Messor barbarus	Guillermo22	Alicante	Ha estado lloviendo estos días, sigue lloviendo. Una sola reina desalada.
29/10/2011	Messor barbarus	skybird	Madrid -vía carpetana	princesas e machos alados muertos por todo o lado desconozco la hora que an salido a las 21h e pillado una reina sin alas
29/10/2011	Kalotermes sp.	skybird	Madrid -vía carpetana	princesas e machos alados muertos por todo o lado desconozco la hora que an salido a las 21h e pillado una reina sin alas
29/10/2011	Messor barbarus	cesarcalvo	casa de campo,madrid	fue asombroso habia por todas partes algunas cabando y otras volando
29/10/2011	Crematogaster scutellaris	Nilo	L'alt Empordà	Poco numeroso. Dia de lluvias. Atardecer tras cese de lluvias
29/10/2011	Messor sp.	ixdeenero	Guadalajara	gran vuelo. 18º-20º, sin viento, humedad alta, suelo húmedo, presión 1010-1014mb. Messor barbarus, M. capitatus, Crematogaster auberti, C. sordidula, Solenopsis sp, Lasius sp, Kalotermes sp
29/10/2011	Crematogaster sp.	ixdeenero	Guadalajara	gran vuelo. 18º-20º, sin viento, humedad alta, suelo húmedo, presión 1010-1014mb. Messor barbarus, M. capitatus, Crematogaster auberti, C. sordidula, Solenopsis sp, Lasius sp, Kalotermes sp
29/10/2011	Messor barbarus	alberto_enfermero	Tamames, Salamanca	Vuelo en MASA en todo el término. Miles de reinas messor por el suelo. Tras la primera borrasca de otoño, primer día de sol. Una lasius sp aislada
29/10/2011	Lasius sp.	alberto_enfermero	Tamames, Salamanca	Vuelo en MASA en todo el término. Miles de reinas messor por el suelo. Tras la primera borrasca de otoño, primer día de sol. Una lasius sp aislada
28/10/2011	Messor sp.	Equilicua	Don Benito	Sobre las 12:00/12:30 ; 22º ; 1017 mb ; Soleado ; viento: 10 km/h ; Humedad 94% .
28/10/2011	Messor barbarus	JESUS1	Talavera de la Reina, Toledo	vuelo masivo a partir de las 12 de la mañana
28/10/2011	Messor barbarus	Ancaro	Badajoz	Sol durante toda la mañana ni una nube.Tempe.21grados,viento18km.Lluvia el dia anterior.Hora de salida:de 2 a 5 de la tarde.
28/10/2011	Messor barbarus	Manu3Cantos	Tres Cantos, Madrid	Tras 72 horas de lluvias intermitentes, primer dia soleado (20º - 16:00h) y sin viento. Humedad en torno al 60%.
28/10/2011	Messor barbarus	Jesús	Chinchón, Villaconejos y Aranjuez	Después den tanto retraso han salido bien hermosas
28/10/2011	Messor sp.	atomic ant	Madrid, casa de campo	a las 14:00 han comenzado a volar los nidos más expuestos al sol, pero creo que el viento ha hecho  que no sea masivo. Rozando los 20 grados, sol radiante tras días de lluvia, algo de viento
28/10/2011	Aphaenogaster dulcineae	atomic ant	Madrid, casa de campo	a las 13:00 se ha llenado el suelo de machos, y algunas reinas intentando escapar de ellos. Casi 20 grados,llovió dias anteriores, sol, algo de viento. hace unos días vuelo más discret
28/10/2011	Messor barbarus	Marioabdel	Madrid Ciudad	Vuelos desde las 15:00. Un poco de viento, muchas reinas y prácticamente ningún macho. Temperatura muy buena, reinas sin alas por el suelo a montones, los pájaros poniendose las botas.
28/10/2011	Messor barbarus	mendelius	Móstoles Madrid	Vuelo importante sobre las 16:00,  cogidas bastantes. Parece que aún algunos alados no se han decidido. Ayer llovió.
28/10/2011	Messor sp.	fhdezn	Cartagena, colegio Virgen de Begoña	Tras llover el día anterior por la noche, a las 11 de la mañana con un sol magnifico se cubrió el cielo del patio del colegio. Por la tarde pude coger unas 7 y dos por la mañana(no tenía tubos)
27/10/2011	Messor barbarus	Elias Amorós	La Marina, Elx	Vuelos masivos  de M.barbarus y de C.auberti  entre las 14:50 y las 17:10
27/10/2011	Crematogaster auberti	Elias Amorós	La Marina, Elx	Vuelos masivos  de M.barbarus y de C.auberti  entre las 14:50 y las 17:10
27/10/2011	Messor barbarus	Formica sp.	Zamora	Vuelo masivo antes de las 12:30 horas por toda la ciudad. 15º C, nubes y claros, lluvias los días anteriores y noche anterior.
27/10/2011	Messor barbarus	alberto_enfermero	Ciudad Rodrigo, Salamanca.	Vuelo masivo de Messor barbarus. Día de sol tras la primera borrasca del otoño
26/10/2011	Messor barbarus	Anarchic	El Ejido (Almería)	En menos de 10 minutos he visto mas de 30 reinas sin alas. Sin lluvia ni ayer ni hoy, la tierra continua húmeda.
25/10/2011	Messor barbarus	Tomás de Aquino	Gerona centro	Pequeños vuelos masivos. Ayer y por la noche mucha lluvia. Hoy sol, 20ºC más o menos y mucha humedad. Machos y reinas por el suelo.
25/10/2011	Messor barbarus	jlblanco	Zaragoza (capital)	Después de un día de lluvia, día soleado. Desde primeras horas de la mañana muchos sexuados saliendo de sus respectivos nidos.
25/10/2011	Messor barbarus	xcom	por toda la provincia de cadiz	a primeras horas de la mañana se veian ya cientos de reinas.
25/10/2011	Messor barbarus	dead-poet	Murcia (zona de campo)	Vuelo masivo, iniciado a las 12 en punto de la mañana , a las 13:00 ya se podian encontrar reinas solitarias en el suelo, algunas sin alas.
25/10/2011	Messor barbarus	Anarchic	El Ejido (Almería)	4 o 5 reinas sin alas por metro cuadrado en muchas zonas. El día anterior lluvias que dejan unos escasos 10 litros.
25/10/2011	Messor barbarus	Karimabdul	Camas, Sevilla (Zona Vega del Rey)	Vuelo masivo. Se ven corretear a las reinas por las aceras, y a los machos es casi imposible no pisarlos...
25/10/2011	Messor barbarus	Luigi	Alfaz del Pi (Alicante)	De 11:00 a 14:00 toda la mañana soleada, alguna reina sin fecundar solitaria por los parques de la zona.
25/10/2011	Messor barbarus	trolex17	Zaragoza (Capital)	Con la ayuda de un par de amables abuelos he conseguido hacerme con una treintena de reinas(sin alas salvo 2).
25/10/2011	Messor barbarus	SALAITO	San Juan de Aznalfarache (Sevilla) zona monumento	Brutal vuelo de Messor Barbarus, a miles se podian ver las reinas, 22 grados,nublados con beteados solares, inicio paroximado del vuelo 11:00 am son las 18:25 y aun se ven a miles por las calles
25/10/2011	Messor barbarus	Grs9	Girona, cerca facultat ciències	Reinas sin alas en el suelo a las 13:00 aprox. , también algunos alados en las salidas de los hormigueros. Sol, día anterior lluvias
25/10/2011	Messor barbarus	locoslot	Figueres (Gerona)	vuelo masivo,por la mañana (12:00)toda la noche a llovido y a media mañana un sol que quemaba.Curioso que ha unos quince kilómetros no han salido aun
25/10/2011	Aphaenogaster dulcineae	atomic ant	casa de campo de Madrid	sobre las 14 horas, miles de machos y algunas hembras, cojo 10. día anterior lluvia después de 2 meses. hoy sol pero frío (13 GRADOS APROX.) viento más de lo normal
25/10/2011	Solenopsis fallax	atomic ant	Madrid, casa de campo	13 grados, dia anterior llovió. hoy sol y viento, pero no les ha importado. Millares de machos pero sólo he atrapado 10 reinas
25/10/2011	Messor barbarus	crisanto	Girona (Campus de Montilivi)	Vuelo durante el centro de la jornada.
24/10/2011	Messor barbarus	luismarcos	Ensanche de Vallecas, Madrid	15:30-16:00. Después de las lluvias de ayer y hoy, aparecen los primeros rayos de sol y Vallecas se inunda de cientos de machos y hembras. Las entradas de los hormigueros estaban llenas de alados.
24/10/2011	Messor barbarus	carlitus	Valencia capital	Vuelo masivo, aunque seguramente habrá otro más masivo.
24/10/2011	Messor barbarus	ixdeenero	Zona este de Madrid y oeste de Guadalajara	Vuelo supermasivo. 17º, recién caido un chaparrón. Vuelo constante desde Valdemingomez hasta Azuqueca de Henares. Tierra muy húmeda. Viento flojo. Recogidas 11 reinas
24/10/2011	Messor barbarus	Darlatan	Granada capital	Se ven machos por las paredes, muchos pero no masivamente, caen 2 reinas fecundadas en mi terraza y encuentro otra sin alas en un descampado cercano, sobre las 18:00
24/10/2011	Messor barbarus	mendelius	Móstoles Madrid	pequeño vuelo, aunque bastantes machos, cogidas 10, demasiado frío y viento
23/10/2011	Messor barbarus	skybird	Barcelona, hospitalet de llobregat, torrasa	un macho en el suelo cerca de una árbol no e visto nada más.sería las 14h.
23/10/2011	Tetramorium sp.	fhdezn	Las lomas de canteras-Cartagena	esta tarde han caído unas pocas gotas y en la acera he visto un hormiguero con varias salidas llenas de machos y al poco han empezado a salir prncesas, que al intentar cogerlas se metian dentro
23/10/2011	Messor barbarus	Maiquel	Granada	Lluvias en la madrugada, sol durante todo el día, he salido sobre las 14h y en un rato vistos 20machos 3 hembras (una alada que las ha perdido y dos sin alas)en zona urbana.
23/10/2011	Messor barbarus	Darlatan	Granada capital	Machos por el centro, en las paredes, unos 3-4 en cada pared, no he visto ningun reina. mañana de lluvias y tormenta- tarde sol y calor
23/10/2011	Hypoponera eduardi	MadGator	Igollo de Camargo (Cantabria)	dia soleado con viento sur, una reina con alas.
23/10/2011	Messor barbarus	JESUS1	Arenas de San Pedro, Avila	gran vuelo, a partir de las 16 horas machos y hembras por todos los sitos
22/10/2011	Messor sp.	Guillermo22	Polop, Benidorm, La Nucia y toda esta zona.	Vuelos realmente masivos, lo que más habian eran Messor. Hoy día más bien soleado, algo nublado, ayer llovió muchísimo.
22/10/2011	Crematogaster auberti	Guillermo22	Polop, Benidorm, La Nucia y toda esta zona.	Vuelos realmente masivos, lo que más habian eran Messor. Hoy día más bien soleado, algo nublado, ayer llovió muchísimo.
22/10/2011	Aphaenogaster sp.	Guillermo22	Polop, Benidorm, La Nucia y toda esta zona.	Vuelos realmente masivos, lo que más habian eran Messor. Hoy día más bien soleado, algo nublado, ayer llovió muchísimo.
22/10/2011	Lasius flavus	skybird	Barcelona entrada principal del zoo en el parque.	día soleado ayer por la noche a caído unas gotitas de lluvia. creo que son flavus. e el locoslot también. vuelo masivo localizado por locoslot.  yo e pillado 2 reinas ya desaladas  e 3 con alas
22/10/2011	Messor barbarus	fhdezn	Cartagena	cientos de alados en el parque Torres a las 19 horas aprox. tras las lluvias del día anterior.
21/10/2011	Messor barbarus	Darlatan	Cadiar-Granada	Lluvia fuerte pero corta el dia anterior, dia de calor y algo de viento, de 11 a 1, algunas reinas fecundadas caen, pero al apretar el calor cesa, salidas puntuales.
21/10/2011	Messor barbarus	Luigi	Alfaz del Pi	Vuelo masivo de messor a las 14:00 por todo el pueblo, a las 15:00 solo tengo que salir delante de mi casa a recogerlas.
21/10/2011	Messor barbarus	Luigi	Benidorm	Junto a la N-232, en unos campos y caminos, despues de noche de lluvia y mañana de lluvia, sale el sol a las 14:00 y comienza el vuelo.
16/10/2011	Messor barbarus	David_Pineda	Elche	Durante toda la mañana, tras unas lluvias la noche anterior. Vuelo masivo
16/10/2011	Messor barbarus	alihormiga	Alicante-Valencia	Vuelos masivos
15/10/2011	Tetramorium sp.	Elias Amorós	La Marina, Elx	Han salido por la mañana entre las 7:30 y las 8:30 antes de que empiece ha hacer sol.
15/10/2011	Crematogaster sp.	Formica sp.	Ferreras de Ab. (Zamora)	18:00 h., 25º C, soleado, ligera brisa. Vuelo solo de machos, a las 14:00 h. ya había observado 2. Finca urbana.
14/10/2011	Crematogaster scutellaris	Guillermo22	La Nucia (Alicante)	Ayer por la noche, sobre las 20h30 debajo de unas farolas en la acera de una calle, día de lluvia, paró de llover y se llenó de machos, poco después vi a unas cuantas reinas, tengo 5.
14/10/2011	Crematogaster scutellaris	David_Pineda	Elche	sobre las 8:30 bajo una farola, no había llovido pero  lo hizo luego
14/10/2011	Crematogaster auberti	Formica sp.	Ferreras de Ab. (Zamora)	21:00 horas. 15º C. El día ha sido soleado. Reina sin alas en jardín urbano a oscuras.
12/10/2011	Pheidole pallidula	ixdeenero	Guadalajara	Varias reinas sin alas y machos. Alrededor de un hormiguero. Las obreras, minor y major, protegían los alrededores y a las reinas. 19:30, 24º, sin viento
11/10/2011	Camponotus sp.	Guillermo22	La Nucia (Alicante)	posible barbaricus, una reina solitaria que aún conserva las alas. Sobre las 20h30
10/10/2011	Crematogaster scutellaris	atomic ant	Madrid	sobre las 21:30, calor anormal en octubre, despejado:una sola reina me cae en el cogote mientras cocino, entrando por la ventana que da a un patio interior en un 3er piso. Increible!
10/10/2011	Hypoponera eduardi	ixdeenero	Guadalajara	a las 20:00 en un pasillo junto a puerta que da a patio con cipreses. Una reina alada. Recogida, muere a las 2 horas. Muy frágil.
10/10/2011	Crematogaster scutellaris	skybird	Barcelona,hospital clinic	mi mujer a visto un vuelo muy grande e an sido atraidas por la luz de la oficina a pillado 2 que an entrado e tentavan quitar las alas. sería las 22 de la noche.
10/10/2011	Messor sp.	Circinus	Palencia	Hora 20:30 En una fachada, cerca de zona ajardinada. Temperatura: 18-19 ºC. Presion atmosferica:937 hPa. Altitud:650m. Fase lunar:dos dias antes de la luna llena. Solo vi una reina alada.
09/10/2011	Crematogaster auberti	ixdeenero	Guadalajara	Reina solitaria con alas. Vuelo masivo más próximo: registrado en Boadilla el viernes 7 de octubre
